Date,Open,High,Low,Close,Adj Close,Volume
2020-02-10,321.500000,328.000000,321.000000,327.500000,327.500000,30632424
2020-02-11,330.500000,332.500000,330.000000,331.500000,331.500000,27524935
2020-02-12,333.500000,336.000000,333.000000,335.000000,335.000000,37612639
2020-02-13,338.000000,338.000000,335.000000,335.000000,335.000000,22757021
2020-02-14,337.000000,337.000000,334.500000,335.000000,335.000000,16933683
2020-02-17,331.500000,333.000000,330.500000,331.500000,331.500000,15937079
2020-02-18,324.500000,326.500000,322.000000,322.000000,322.000000,61825604
2020-02-19,322.500000,327.000000,322.000000,326.500000,326.500000,38781218
2020-02-20,328.000000,329.000000,325.000000,325.500000,325.500000,27011736
2020-02-21,325.500000,326.500000,323.000000,325.000000,325.000000,22813534
2020-02-24,319.500000,321.500000,319.500000,321.500000,321.500000,29598000
